"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"RS_MN006","2564","20140808","0","9","1"
"RS_MN006","2564","20140809","4.1","9","1"
"RS_MN006","2564","20140810","0.5","9","1"
"RS_MN006","2564","20140811","2.4","9","1"
"RS_MN006","2564","20140812","10.3","9","1"
"RS_MN006","2564","20140813","0","9","1"
"RS_MN006","2564","20140814","2","9","1"
"RS_MN006","2564","20140815","1.5","9","1"
"RS_MN006","2564","20140816","1.5","9","1"
"RS_MN006","2564","20140817","17","9","4"
"RS_MN006","2564","20140818","10","9","4"
"RS_MN006","2564","20140819","10.1","9","4"
"RS_MN006","2564","20140820","1.1","9","1"
"RS_MN006","2564","20140821","3.4","9","1"
"RS_MN006","2564","20140822","7.2","9","1"
"RS_MN006","2564","20140823","2.1","9","1"
"RS_MN006","2564","20140824","1.3","9","1"
"RS_MN006","2564","20140825","2.1","9","1"
"RS_MN006","2564","20140826","0","9","1"
"RS_MN006","2564","20140827","0","9","1"
"RS_MN006","2564","20140828","0","9","1"
"RS_MN006","2564","20140829","3.2","9","1"
"RS_MN006","2564","20140830","13.5","9","1"
"RS_MN006","2564","20140831","0.3","9","1"
"RS_MN006","2564","20140901","0.4","9","1"
"RS_MN006","2564","20140902","0","9","1"
"RS_MN006","2564","20140903","0","9","1"
"RS_MN006","2564","20140904","0","9","1"
"RS_MN006","2564","20140905","0","9","1"
"RS_MN006","2564","20140906","14.1","9","1"
"RS_MN006","2564","20140907","0","9","1"
"RS_MN006","2564","20140908","0.1","9","1"
"RS_MN006","2564","20140909","1.5","9","1"
"RS_MN006","2564","20140910","0","9","1"
"RS_MN006","2564","20140911","0","9","1"
"RS_MN006","2564","20140912","0","9","1"
"RS_MN006","2564","20140913","2.3","9","1"
"RS_MN006","2564","20140914","14","9","1"
"RS_MN006","2564","20140915","0","9","1"
"RS_MN006","2564","20140916","0","9","1"
"RS_MN006","2564","20140917","0","9","1"
"RS_MN006","2564","20140918","0","9","1"
"RS_MN006","2564","20140919","0","9","1"
"RS_MN006","2564","20140920","1.6","9","1"
"RS_MN006","2564","20140921","0.2","9","1"
"RS_MN006","2564","20140922","0","9","1"
"RS_MN006","2564","20140923","0","9","1"
"RS_MN006","2564","20140924","0.7","9","1"
"RS_MN006","2564","20140925","0.8","9","1"
"RS_MN006","2564","20140926","0.9","9","1"
"RS_MN006","2564","20140927","0","9","1"
"RS_MN006","2564","20140928","0","9","1"
"RS_MN006","2564","20140929","1.4","9","1"
"RS_MN006","2564","20140930","9.7","9","1"
