"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"SDK_MN004","2564","20141211","0","3","0"
"SDK_MN004","2564","20141212","0","3","0"
"SDK_MN004","2564","20141213","1.7","3","0"
"SDK_MN004","2564","20141214","2.6","3","0"
"SDK_MN004","2564","20141215","0","3","0"
"SDK_MN004","2564","20141216","0.1","3","0"
"SDK_MN004","2564","20141217","0","3","0"
"SDK_MN004","2564","20141218","0","3","0"
"SDK_MN004","2564","20141219","0.2","3","0"
"SDK_MN004","2564","20141220","0.4","3","0"
"SDK_MN004","2564","20141221","0","3","0"
"SDK_MN004","2564","20141222","0","3","0"
"SDK_MN004","2564","20141223","0","3","0"
"SDK_MN004","2564","20141224","1.3","3","0"
"SDK_MN004","2564","20141225","0","3","0"
"SDK_MN004","2564","20141226","1.5","3","0"
"SDK_MN004","2564","20141227","2.9","3","0"
"SDK_MN004","2564","20141228","4.3","3","0"
"SDK_MN004","2564","20141229","2.2","3","0"
"SDK_MN004","2564","20141230","0","3","0"
"SDK_MN004","2564","20141231","1","3","0"
"SDK_MN004","2564","20150101","0","3","0"
"SDK_MN004","2564","20150102","0.7","3","0"
"SDK_MN004","2564","20150103","0","3","0"
"SDK_MN004","2564","20150104","4.7","3","0"
"SDK_MN004","2564","20150105","0","3","0"
"SDK_MN004","2564","20150106","0","3","0"
"SDK_MN004","2564","20150107","2.2","3","0"
"SDK_MN004","2564","20150108","0","3","0"
"SDK_MN004","2564","20150109","0.1","3","0"
"SDK_MN004","2564","20150110","0","3","0"
"SDK_MN004","2564","20150111","0.5","3","0"
